Code,Name,Description,Page Range,Relevant Pages,Section Reference
E4-2,Policies related to biodiversity and ecosystems,111 86 86,86,111,
E4-3,Actions and resources related to biodiversity and ecosystems,112 86 86,86,112,
E4-4,Targets related to biodiversity and ecosystems,113 86 86,86,113,
E4-6,"Anticipated financial effects from material biodiversity and ecosystem-related impacts, risks and opportunities","Except for disclosures on paragraph 45 (a-c), which are 114 86 86",86,,paragraph 45
G1-1,Business conduct policies and corporate culture,149 87 87,87,149,
G1-3,Prevention and detection of corruption and bribery,151 87 87,87,151,
G1-4,Incidents and actions related to corruption or bribery,153 87 87,87,153,
GOV-1,"Role of the administrative, management and supervisory bodies | 13 Table #1 of | ","50 85 85 | Commission Delegated Regulation (EU) 2020/1816, 50 87 87 | Delegated Regulation (EU) 2020/1816, Annex II 50 87 87",85,"13,50",
GOV-2,"IROs is explained in ESRS . The results of the materiality as- | Information provided to and sustainability matters addressed by the undertaking’s administrative, management and supervisory bodies","ent third parties. As part of this quality assurance, the assessed IROs 81 81 | 56 85 85",81,56,
GOV-3,Integration of sustainability-related performance in incentive schemes,58 85 85,85,58,
GOV-4,Statement on due diligence | Indicator number 10 Table #3 of,58 85 85 | 58 87 87,85,"10,58",
GOV-5,Risk management and internal controls over sustainability reporting,58 85 85,85,58,
IRO,reporting. The list was then validated by the departments and,jective within the context of its SBTi steering is described in more 82 82,82,,
IRO-1,"Description of the processes to identify and assess material impacts, risks and opportunities",77 85 85,85,77,
IRO-2,Covered disclosure requirements,82 85 85,85,82,
S1-1,Policies related to own workforce,118 86 86,86,118,
S1-10,Adequate wages,130 86 86,86,130,
S1-12,Persons with disabilities,130 86 86,86,130,
S1-13,Training and skills development metrics,131 86 86,86,131,
S1-14,Health and safety metrics,"Except for disclosures on para. 88 (a-e), which do not 134 86 86",86,"88,134",
S1-15,Work-life balance metrics,134 86 86,86,134,
S1-16,Remuneration,136 86 86,86,136,
S1-17,"Incidents, complaints and severe human rights impacts",137 86 86,86,137,
S1-2,Processes for engaging with own workforce and workers’ representatives about impacts,119 86 86,86,119,
S1-3,Processes to remediate negative impacts and channels for own workforce to raise concerns,120 86 86,86,120,
S1-4,"Taking action on material impacts on own workforce, and approaches to managing material risks and pursuing material opportunities related to own workforce, and",123 86 86,86,123,
S1-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",124 86 86,86,124,
S1-6,Characteristics of the undertaking’s employees,124 86 86,86,124,
S1-8,Collective bargaining coverage and social dialogue,126 86 86,86,126,
S1-9,Diversity,128 86 86,86,128,
S4-1,Policies related to consumers and end-users,139 87 87,87,139,
S4-2,Processes for engaging with consumers and end-users about impacts,140 87 87,87,140,
S4-3,Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,140 87 87,87,140,
S4-4,"Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers",141 87 87,87,141,
S4-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",142 87 87,87,142,
SBM-1,"Strategy, business model and value chain | 4 Table #1 | Indicator number 9","Except for disclosures on paragraph 40 (b-d iv), which 59 85 85 | Delegated Regulation (EU) 2020/1816, Annex II Not applicable 87 87",85,,paragraph 40
SBM-2,Interests and views of stakeholders,61 85 85,85,61,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model",63 85 85,85,63,
