Code,Name,Description,Page Range,Relevant Pages,Section Reference
GOV-5,Risk management and internal controls over sustainability reporting,General information 117 117,117,,
IRO-1,"Description of the processes to identify and assess material impacts, risks and opportunities","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities 117 117",117,,
IRO-2,Disclosure requirements in ESRS covered by the undertaking’s sustainability statement,"Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities 117 117",117,,
S1,Own workforce,Own workforce 118 118,118,,
S1-1,Policies related to own workforce | Commitments related to human rights policy paragraph 20 | Regulations regarding due diligence assessments in relation to the matters addressed in Conventions 1 to 8 of the International Labor Organization paragraph 21 | Processes and actions to combat human trafficking paragraph 22 | Policies or management system to prevent accidents at work paragraph 23,Own workforce 118 118 | Respect for human rights 121 121 | Policies related to own workforce 121 121,118,,"paragraph 20, paragraph 21, paragraph 22, paragraph 23"
S1-10,Adequate wages,Own workforce 118 118,118,,
S1-13,Training and skills development metrics,Own workforce 118 118,118,,
S1-14,"Health and safety metrics | Number of fatalities and number and rate of accidents at work paragraph 88 (b) and (c) | Number of missed working days caused by injury, accidents, fatal accidents or illness paragraph 88(e)",Own workforce 118 118 | Health and safety metrics 121 121,118,,"paragraph 88, paragraph 88(e)"
S1-16,"Compensation metrics (pay gap and total compensation) | Unadjusted, gender-specific pay gap paragraph 97(a) | Excessive remuneration of board members paragraph 97(b)",Own workforce 118 118 | Remuneration metrics (pay gap and total remuneration) 121 121,118,,"paragraph 97(a), paragraph 97(b)"
S1-17,"Incidents, complaints and severe human rights impacts | Cases of discrimination paragraph 103(a) | Failure to adhere to the United Nations (UN) Guiding Principles on Business and Human Rights and the OECD Guidelines paragraph 104(a)","Own workforce 118 118 | Incidents, complaints and severe human rights impacts 121 121",118,,"paragraph 103(a), paragraph 104(a)"
S1-2,Processes for engaging with own workforce and workers’ representatives about impacts,Own workforce 118 118,118,,
S1-3,Processes to remediate negative impacts and channels for own workers to raise concerns | Processing of complaints paragraph 32(c),Own workforce 118 118 | Not reported 121 121,118,,paragraph 32(c)
S1-4,"Taking action on material impacts on own workforce, and approaches to mitigating material risks and pursuing material opportunities related to own workforce, and effectiveness of those actions",Own workforce 118 118,118,,
S1-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Own workforce 118 118,118,,
S1-6,Characteristics of the undertaking’s employees,Own workforce 118 118,118,,
S1-7,Characteristics of non-employee workers in the undertaking’s own workforce,Own workforce 118 118,118,,
S1-8,Collective bargaining coverage and social dialogue,Own workforce 118 118,118,,
S1-9,Diversity metrics,Own workforce 118 118,118,,
S2,Workers in the value chain,Workers in the value chain 118 118,118,,
S2-1,Policies related to value chain workers | Commitments related to human rights policy paragraph 17 | Policies related to value chain workers paragraph 18 | Failure to adhere to the United Nations (UN) Guiding Principles on Business and Human Rights and the OECD Guidelines paragraph 19 Policies related to value chain workers | Regulations regarding due diligence assessments in relation to the matters addressed in Conventions 1 to 8 of the International Labor Organization paragraph 19,Workers in the value chain 119 119 | Policies related to value chain workers 121 121 | 121 121,119,,"paragraph 17, paragraph 18, paragraph 19 Policies related to value chain workers, paragraph 19"
S2-2,Processes for engaging with value chain workers about impacts,Workers in the value chain 119 119,119,,
S2-3,Processes to remediate negative impacts and channels for value chain workers to raise concerns Workers in the value chain,119 119,119,,
S2-4,"Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of | Human rights issues and incidents connected to upstream and downstream value chain paragraph 36",Workers in the value chain 119 119 | Managing material impacts 121 121,119,,paragraph 36
S2-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Workers in the value chain 119 119,119,,
S3-1,"Human rights policy commitments paragraph 16 | Non-respect of UNGPs on Business and Human Rights, ILO principles or OECD guidelines paragraph 17",Not material 121 121 | Not material 122 122,121,,paragraph 16
S3-4,Human rights issues and incidents paragraph 36,Not material 122 122,122,,paragraph 36
S4-1,Policies related to consumers and end-users paragraph 16 | Non-respect of UNGPs on Business and Human Rights and OECD guidelines paragraph 17,Not material 122 122,122,,"paragraph 16, paragraph 17"
S4-4,Human rights issues and incidents paragraph 35,Not material 122 122,122,,paragraph 35
SBM-1,"Strategy, business model and value chain","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities 117 117",117,,
SBM-2,Interests and views of stakeholders,"Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities 117 117",117,,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model | ESRS 2 – – paragraph 16 (a) i | ESRS 2 – – paragraph 16 (b) | ESRS 2 – – paragraph 16 (c)","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities; environment: material climate-related impacts and risks; own workforce: material impacts, 117 117 | Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities 117 117 | Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities 118 118 | Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and opportunities, workers in the value chain 119 119 | Not material 121 121",117,,paragraph 16
SBM3,– Risk of forced labor paragraph 14(f) | – Risk of child labor paragraph 14(g) | – Significant risk of child labor or forced labor in the value chain paragraph 11(b),Not reported 121 121 | Workers in the value chain 121 121,121,,"paragraph 14(f), paragraph 14(g), paragraph 11(b)"
