Code,Name,Description,Page Range,Relevant Pages,Section Reference
GOV-3,Integration of sustainability-related performance in incentive schemes 119 | nan,nan 138 138 | 139 139,138,119,
GOV-4,Statement on due diligence 120,nan 138 138,138,120,
GOV-5,Risk management and internal controls over sustainability reporting 120,nan 138 138,138,120,
IRO-1,"Description of the process to identify and assess material impacts, risks and 130f. | risks and opportunities | risks and opportunities | opportunities related to water and marine resources | opportunities related to biodiversity and ecosystems | economy-related impacts, risks and opportunities | opportunities",nan 138 138 | nan 139 139 | nan 140 140 | nan 142 142,138,,
IRO-2,Disclosure Requirement – Disclosure Requirements in ESRS covered by the undertaking’s | Disclosure requirements in ESRS covered by the undertaking’s sustainability 137f.,nan 137 137 | nan 138 138,137,,
S1,-1 | -2 | -3 | -4 | -5 | -6 | -7 | -8 | -9 | -10 | -11 | -12 | -13 | -14 | -15 | -16 | -17,"Policies related to own workforce 179f. nan 141 141 | Processes for engaging with own workforce and workers’ representatives about 181f. nan 141 141 | Processes to remediate negative impacts and channels for own workforce to raise 181f. nan 141 141 | Taking action on material impacts on own workforce, and approaches to managing 182f. nan 141 141 | Targets related to managing material negative impacts, advancing positive impacts, 184 nan 141 141 | Characteristics of the undertaking’s employees 184f. nan 141 141 | Characteristics of non-employee workers in the undertaking’s own workforce 189 nan 141 141 | Collective bargaining coverage and social dialogue 189 nan 141 141 | Diversity metrics 191. nan 141 141 | Adequate wages 192. nan 141 141 | Social protection 193 nan 141 141 | Persons with disabilities 194 nan 141 141 | Training and skills development metrics 194 nan 141 141 | Health and safety metrics 196 nan 141 141 | Work-life balance metrics 198 nan 141 141 | Remuneration metrics (pay gap and total remuneration) 199 nan 141 141 | Incidents, complaints and severe human rights impacts 200 nan 141 141",141,"10,11,12,13,14,15,16,17,184,189,191,192,193,194,196,198,199,200",
S1-11,"dialogue), (Social protection), (Percentage of employees with disabilities), (Training and skills",nan 137 137,137,,
S1-14,"development), (Health and safety) and (Work-life balance).",nan 137 137,137,,
S1-7,period of one year in the social information section. These are disclosures (Characteristics of non-,nan 137 137,137,,
S1-8,"employee workers in the undertaking’s own workforce), (Collective bargaining coverage and social",nan 137 137,137,,
S2,-1 | -2 | -3 | -4 | -5,"Policies related to value chain workers 202 nan 142 142 | Processes for engaging with value chain workers about impacts 202 nan 142 142 | Processes to remediate negative impacts and channels for value chain workers to raise 202 nan 142 142 | Taking action on material impacts on value chain workers, and approaches to 203 nan 142 142 | Targets related to managing material negative impacts, advancing positive impacts, 204 nan 142 142",142,"202,203,204",
SBM-1,"Strategy, business model and value chain 121",nan 138 138,138,121,
SBM-2,Interests and views of stakeholders 122f. | nan,nan 138 138 | 141 141 | 142 142,138,,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and 124f. | business model | interaction with strategy and business model",nan 138 138 | nan 139 139 | nan 141 141 | nan 142 142,138,,
