Code,Name,Description,Page Range,Relevant Pages,Section Reference
E5-4,Resource inflows,"p.127 Material impacts, risks and opportunities and their interaction with strategy and business model p.146 69 69",69,"127,146",
E5-5,Resource outflows,p.128 Policies related to value chain workers p.148 69 69,69,"128,148",
E5-6,Anticipated financial effects from material resource use and circular economy-related risks and opportunities,p.129 Processes for engaging with value chain workers about impacts p.150 69 69,69,"129,150",
GOV-1,"The role of the administrative, management and supervisory bodies",p.45 Ε2-3 Targets related to pollution p.103 68 68,68,"45,103",
GOV-2,Information provided to and sustainability matters addressed,"p.46 Ε2-4 Pollution of air, water and soil ------ 68 68",68,46,
GOV-3,Integration of sustainability-related performance in incentive schemes,p.47 Ε2-6 Anticipated financial effects from material pollution-related risks and ------ 68 68,68,47,
GOV-4,Statement on due diligence,p.48 opportunities 68 68,68,48,
GOV-5,Risk management and internal controls over sustainability reporting,p.49 Policies related to water and marine resources p.104 68 68,68,"49,104",
IRO-1,"Description of the process to identify and assess material impacts, risks and opportunities",p.59 Transition plan and consideration of biodiversity and ecosystems in 68 68,68,59,
IRO-2,Disclosure Requirements in ESRS covered by CCHBC’s sustainability statement,Location in the sustainability 68 68 | p.66 Policies related to biodiversity and ecosystems 68 68,68,66,
S1-1,Policies related to own workforce,"p.131 Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities p.151 69 69",69,"131,151",
S1-10,Adequate wages,"p.144 positive impacts, and managing material risks and opportunities 69 69",69,144,
S1-11,Social protection,"p.144 Impacts, risks and opportunities and their interaction with strategy and business model p.161 69 69",69,"144,161",
S1-12,Persons with disabilities,------ Policies related to consumers and end-users p.162 69 69,69,162,
S1-13,Training and skills development metrics,p.144 Processes for engaging with consumers and end-users about impacts p.165 69 69,69,"144,165",
S1-14,Health and safety metrics,p.144 Processes to remediate negative impacts and channels for consumers and end-users to raise concerns p.166 69 69,69,"144,166",
S1-15,Work-life balance metrics,"------ Taking action on material impacts on consumers and end-users, and p.167 69 69",69,167,
S1-16,Compensation metrics (pay gap and total compensation),"p.145 approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions 69 69",69,145,
S1-17,"Incidents, complaints, and severe human rights impacts","p.145 Targets related to managing material negative impacts, advancing p.172 69 69",69,"145,172",
S1-2,Processes for engaging with own workers and workers’ representatives about impacts,"p.135 related to value chain workers, and effectiveness of those actions 69 69",69,135,
S1-3,Processes to remediate negative impacts and channels for own,"p.136 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities p.153 69 69",69,"136,153",
S1-4,"Taking action on material impacts on own workforce, and approaches to mitigating material risks and pursuing material opportunities related to",p.137 interaction with strategy and business model 69 69,69,137,
S1-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",p.141 Processes for engaging with affected communities about impacts p.157 69 69,69,"141,157",
S1-6,Characteristics of CCHBC’s employees,p.142 Processes to remediate negative impacts and channels for affected communities to raise concerns p.158 69 69,69,"142,158",
S1-7,Characteristics of non-employee workers in CCHBC’s own workforce,"p.143 Taking action on material impacts on affected communities, and p.158 69 69",69,"143,158",
S1-8,Collective bargaining coverage and social dialogue,"------ approaches to managing material risks and pursuing material opportunities related to affected communities, and effectiveness of those actions 69 69",69,,
S1-9,Diversity metrics,"p.144 Targets related to managing material negative impacts, advancing p.159 69 69",69,"144,159",
SBM-1,"Strategy, business model and value chain",p.50 Actions and resources related to water and marine resources p.106 68 68,68,"50,106",
SBM-2,Interests and views of stakeholders,p.52 Targets related to water and marine resources p.112 68 68,68,"52,112",
SBM-3,"Material impacts, risks and opportunities and their interaction with | S1. Material impacts, risks and opportunities and their interaction",p.55 Water consumption p.114 68 68 | p.130 Processes to remediate negative impacts and channels for value chain workers to raise concerns p.151 69 69,68,"55,114,130,151",
