Code,Name,Description,Page Range,Relevant Pages,Section Reference
GOV-1,"The role of the administrative,","Role and composition of the administrative, management and supervisory bodies and the 332 432 432 | Policies related to corporate culture 422 436 436",432,"332,422",
GOV-2,Information provided to and,The governance of sustainability 336 432 432,432,336,
GOV-3,Integration of sustainability-related,Integration of sustainability-related performance in incentive schemes 339 432 432 | Integration of climate-related performance in incentive schemes 349 432 432,432,"339,349",
GOV-4,Statement on due diligence,Statement on due diligence 316 432 432,432,316,
GOV-5,Risk management and internal controls,Risk management and internal controls over sustainability reporting 341 432 432,432,341,
IRO-1,Description of the processes to identify | Description of the processes to identify | Description of processes to identify and,"Double materiality assessment 321 432 432 | Materiality assessment process on impacts, risks and 345 432 432 | Materiality assessment process on impacts, risks and 361 433 433 | Materiality assessment process on impacts, risks and 364 433 433 | Materiality assessment process on impacts, risks and 366 433 433 | Materiality assessment process on impacts, risks and opportunities related to resource use and circular 368 433 433 | Materiality assessment process on impacts, risks and opportunities related to business conduct matters 421 436 436",432,"321,345,361,364,366,368,421",
IRO-2,Disclosure requirements in ESRS covered,List of datapoints in cross-cutting and topical standards that derive from other EU legislation 436 432 432,432,436,
S1,Own workforce,433 433,433,,
S1-1,– Policies related to own workforce,Policies related to training and development Policies related to health and safety 384 388 433 433,433,"384,388",
S1-10,– Adequate wages,Metrics related to adequate wages 377 434 434,434,377,
S1-14,– Health and safety metrics,Metrics related to health and safety 390 434 434,434,390,
S1-16,– Compensation metrics (pay gap and total compensation),Metrics related to equal pay and remuneration 381 434 434,434,381,
S1-17,"– Incidents, complaints and severe human rights impacts",Human rights metrics in the workforce 375 434 434,434,375,
S1-2,– Processes for engaging with own workers and,Training and development – Engagement processes with own workers and their representatives 3 86 434 434,434,86,
S1-3,– Processes to remediate negative impacts and,Health and safety – Remediation processes with own workers and their representatives and channels to raise 3 89 434 434,434,89,
S1-4,"– Taking action on material impacts on own workforce, and approaches to mitigating material risks",disabilities Actions related to training and development of VUB 3 86 434 434,434,86,
S1-6,– Characteristics of the undertaking’s employees,Characteristics and composition of the VUB Group’s employees 373 434 434,434,373,
S1-8,– Collective bargaining coverage and social dialogue,Metrics related to collective bargaining and social dialogue 377 434 434,434,377,
S1-9,– Diversity metrics,Metrics related to diversity by gender and age 380 434 434,434,380,
S3,Affected communities,434 434,434,,
S3-1,sustainability matters – Policies related to affected communities,Communities affected by companies in the VUB Group’s 404 435 435,435,404,
S3-2,– Processes for engaging with affected,Engagement processes and reporting channels Communities affected by companies in the VUB Group’s 401 435 435,435,401,
S3-3,– Processes to remediate negative impacts and,Engagement processes and reporting channels Communities affected by companies in the VUB Group’s 401 435 435,435,401,
S3-4,"– Taking action on material impacts on affected communities, and approaches to managing material",Actions related to communities affected by own operations 401 435 435,435,401,
S4,Consumers and end-users,435 435,435,,
S4-1,– Policies related to consumers and end-users,Policies related to health and safety Policies related to social inclusion 414 415 435 435,435,"414,415",
S4-2,– Processes for engaging with consumers and end-,customers Quality of service – Customer data protection – 4 12 435 435,435,12,
S4-3,– Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,Remediation processes and channels to raise concerns 12 435 435,435,12,
S4-4,– Taking action on material impacts on consumers,sales Actions related to customer privacy 4 13 435 435,435,13,
SBM-1,"Strategy, business model and value","Strategy, business model and value chain 317 432 432",432,317,
SBM-2,Interests and views of stakeholders,"Strategy, business model and value chain - Strategy Engaging with the VUB Group´s stakeholders 317 322 432 432 | Strategy, business model and value chain – Strategy 317 433 433 | Materiality process on impacts, risks and opportunities and their interaction with strategy and business model 398 434 434 | Materiality process on impacts, risks and opportunities and their interaction with strategy and business model 406 435 435",432,"317,322,398,406",
SBM-3,"Material impacts, risks and | Material impacts, risks and opportunities and their interaction with strategy and business model","Consolidating the list of material sustainability topics for 327 432 432 | Materiality assessment process on impacts, risks and 345 432 432 | Materiality process on impacts, risks and opportunities 372 433 433 | Materiality process on impacts, risks and opportunities 398 434 434 | Materiality process on impacts, risks and opportunities and their interaction with strategy and business model 406 435 435",432,"327,345,372,398,406",
