Code,Name,Description,Page Range,Relevant Pages,Section Reference
IRO-1,"Description of the process to identify and assess material impacts, risks and opportunities | ESRS 2,","SS 119 Double Materiality Assessment Process 169 169 | Description of the processes to identify and assess material climate related impacts, risks and SS 119 Double Materiality Assessment Process 170 170 | Description of the processes to identify and assess material SS 119 ESRS 2, Double Materiality Assessment Process 172 172",169,119,
IRO-2,Disclosure requirements in ESRS covered by the,SS 169 Appendix 169 169,169,,
S1-11,"ESRS S1,",Social protection The undertaking may omit the information prescribed by for the first year of preparation of its Sustainability Statement. 174 174,174,,
S1-12,"ESRS S1,",Percentage of employees with The undertaking may omit the information prescribed by for the first year of preparation of its Sustainability Statement. 174 174,174,,
S1-13,"ESRS S1,",Training and skills development The undertaking may omit the information prescribed by for the first year of preparation of its Sustainability Statement. 174 174,174,,
S1-14,"ESRS S1,","Health and safety The undertaking may omit reporting on non-employees for the first year of preparation of its Sustainability Statement. 174 174 | Health and safety The undertaking may omit the data points on cases of work-related ill-health and on number of days lost to injuries, accidents, fatalities and work-related ill 174 174",174,,
S1-7,"ESRS S1,",Characteristics of non-employee workers in the undertaking’s own workforce The undertaking may omit reporting for all datapoints in this Disclosure Requirement for the first year of preparation of its Sustainability Statement. 174 174,174,,
SBM-1,"Strategy, business model and value chain (products, markets, customers) | ESRS 2,","MR 16 Business Model 169 169 | Breakdown of total revenue, as included in its financial statements, by significant As the European Commission has not adopted a delegated act specifying the list of ESRS sectors, undertakings are not required to disclose the information 174 174",169,16,
SBM-2,"Interests and views of stakeholders | ESRS 2,",SS 121 Stakeholder Mapping and Engagement 169 169 | Interests and views of stakeholders SS 121 Stakeholder Mapping and Engagement 170 170 | Interests and views of stakeholders SS 121 Stakeholder Mapping and Engagement 171 171,169,121,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model | ESRS 2,","SS 101 General Basis for Preparation 169 169 | Material impacts, risks and opportunities, and their interaction with strategy and business model SS 119 Double Materiality Assessment Process 170 170 | Material impacts, risks and opportunities and their interaction with strategy and business model SS 101 General Basis for Preparation 170 170 | Material impacts, risks and opportunities and their interaction with strategy and business model SS 101 General Basis for Preparation 171 171 | Description of the processes to identify and assess material impacts, risks and The undertaking may omit the information prescribed by paragraph 48(e) (anticipated financial effects) for the first year of preparation 174 174",169,"101,119",paragraph 48(e)
