Code,Name,Description,Page Range,Relevant Pages,Section Reference
S1-15,days lost’; ‘Work-life balance’. | Work-life balance metrics,165 165 | 311 168 168,165,311,
S1-16,Remuneration metrics (pay gap and total remuneration),311 168 168,168,311,
S1-17,"Incidents, complaints and severe human rights impacts",312 168 168,168,312,
S1-2,Processes for engaging with own workforce and workers' representatives about impacts,284 168 168,168,284,
S1-3,Processes to remedy negative impacts and channels for own workers to raise concerns,285 168 168,168,285,
S1-4,"Taking action on material impacts on own workforce, and approaches to managing material risks and pursuing material opportunities related to own",287 168 168,168,287,
S1-6,Characteristics of the undertaking’s employees,308 168 168,168,308,
S1-7,"requirements, which it has considered including already from this year within the document: ‘Characteristics | Characteristics of non-employee workers in the undertaking’s own workforce",165 165 | 308 168 168,165,308,
S1-8,of non-employees in the undertaking’s own workforce’; ‘Collective bargaining coverage and social dialogue | Collective bargaining coverage and social dialogue,165 165 | 309 168 168,165,309,
S1-9,Diversity metrics,309 168 168,168,309,
S2,"Interests and views of stakeholders | Material impacts, risks and opportunities and their interaction with strategy and business model | Workers in",200 168 168 | Processes for engaging with value chain workers about impacts 315 168 168,168,"200,315",
S2-1,Policies related to value chain workers,313 168 168,168,313,
S2-4,"Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value",315 168 168,168,315,
S2-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",317 168 168,168,317,
S3,"Interests and views of stakeholders | Material impacts, risks and opportunities and their interaction with strategy and business model | Affected",202 169 169 | Processes for engaging with affected communities about impacts 320 169 169,169,"202,320",
S3-1,Policies related to affected communities,318 169 169,169,318,
S3-4,"Taking action on material impacts on affected communities, and approaches to managing material risks and pursuing material opportunities",320 169 169,169,320,
S3-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",322 169 169,169,322,
S4,"Interests and views of stakeholders | Material impacts, risks and opportunities and their interaction with strategy and business model | Consumers",203 169 169 | Processes for engaging with consumers and end users about impacts 324 169 169,169,"203,324",
S4-1,Policies related to consumers and end users,323 169 169,169,323,
S4-4,"Taking action on material impacts on consumers and end users, and approaches to managing material risks and pursuing material opportunities",325 169 169,169,325,
S4-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",327 169 169,169,327,
SBM-1,"Strategy, business model and value chain",Par. 40 b) and c) Rep. on oper. p. 61-62; 66-67 166 166,166,"40,61,62,66,67",
SBM-2,Interests and views of stakeholders,174 166 166,166,174,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model",179 166 166,166,179,
