Code,Name,Description,Page Range,Relevant Pages,Section Reference
GOV-5,- Risk management and internal controls over sustainability reporting,↗ Internal Control System for Sustainability Reporting 237 237,237,,
IRO-1,"- Description of the processes to identify and assess material impacts, risks and opportunities",↗ Procedure and methodological basis for the materiality assessment ↗ Comparison with previous period and next review of results 238 238,238,,
IRO-2,– Disclosure requirements in ESRS covered by the undertaking’s sustainability statement,↗ Procedure and methodological basis for the materiality assessment ↗ List of Datapoints that derive from other EU Legislation 238 238,238,,
S,L I T O F P H A D - I N D I C L O U R R Q U I R M N T,234 234,234,,
SBM-2,– Interests and views of stakeholders,↗ Stakeholder Engagement 238 238,238,,
SBM-3.48a,"– Descriptions of material impacts, risks and opportunities","↗ Description of material impacts, risks and opportunities and their link to strategy and business model ↗ List of material Impacts, Risks and Opportunities 238 238",238,,
SBM-3.48b,"- Effects of material impacts, risks and opportunities on business model, value chain, strategy and","↗ Description of material impacts, risks and opportunities and their link to strategy and business model 238 238",238,,
SBM-3.48c,"-Impacts - Effects on people, environment, time horizons and their connection to strategy, business","↗ Description of material impacts, risks and opportunities and their link to strategy and business model 238 238",238,,
SBM-3.48d,– Current financial effects of material risks and opportunities,↗ Current financial effects of material risks and opportunities 238 238,238,,
SBM-3.48f,– Resilience of strategy and business model,» Environmental Analysis 238 238,238,,
SBM-3.48g,"– Changes to material impacts, risks and opportunities compared to the previous reporting period","↗ Description of material impacts, risks and opportunities and their link to strategy and business model 238 238",238,,
SBM-3.48h,"– Impacts, risks and opportunities that are covered by entity-specific disclosures","↗ List of material Impacts, Risks and Opportunities 238 238",238,,
