0,1,2,3,4,5
"Release and Transfer Register) emitted to air, water and soil, paragraph 28",not material,,ESRS G1-1 Protection whistle-blower of paragraph 10 (d),material,
ESRS E3-1 Water and marine resources paragraph 9,material (only water),,ESRS G1-4 Fines for violation of anti-corruption and anti-bribery laws paragraph 24 (a),material,
ESRS E3-1 Dedicated policy paragraph 13,material,,ESRS G1-4 Standards anti-corruption of and anti-bribery paragraph 24 (b),material,
ESRS E3-1 Sustainable oceans and seas paragraph 14,not material,,,,
ESRS E3-4 Total water recycled and reused paragraph 28 (c),not material,,,,
ESRS E3-4 Total water consumption in m3 per net revenue on own operations paragraph 29,not material,,,,
ESRS 2 - IRO 1 - E4 paragraph 16 (a) i,material,,,,
ESRS 2 - IRO 1 - E4 paragraph 16 (b),material,,,,
ESRS 2 - IRO 1 - E4 paragraph 16 (c),material,,,,
ESRS E4-2 Sustainable land/agriculture practices or policies paragraph 24 (b),not material,,,,
"ESRS E4-2 Sustainable oceans/seas practices or policies paragraph 24 (c) ESRS E4-2 Policies to address 
deforestation paragraph 24 (d)",not material,,,,
ESRS E5-5 Non-recycled waste paragraph 37 (d),not material,,,,
ESRS E5-5 Hazardous waste and radioactive waste paragraph 39,not material,,,,
ESRS 2 - SBM3 - S1 Risk of incidents of forced labour paragraph 14 (f),not material,,,,
ESRS 2 - SBM3 - S1 Risk of incidents of child labour paragraph 14 (g),not material,,,,
ESRS S1-1 Human rights policy commitments paragraph 20,material,,,,
"ESRS S1-1 Due diligence policies on issues addressed by the fundamental International Labor Organisation 
Conventions 1 to 8, paragraph 21",material,,,,
