0,1,2,3,4
,"E1-9
Anticipated financial effects from material physical and transition 
risks and potential climate-related opportunities",150,"S3
 AFFECTED COMMUNITIES",316
,"E2
POLLUTION",151,"S3.SBM-3 Material impacts, risks and opportunities and their interaction with 
strategy and business model",317
,"E2.SBM-3 Material impacts, risks and opportunities and their interaction with 
strategy and business model",151,"S3-1
Policies relating to affected communities 
S3-2
Process for dialogue with affected communities on impacts","324
328"
,"E2-1
Policies related to pollution 
E2-2
Actions and resources related to pollution","154
158","S3-3
Processes to remediate negative impacts and channels for affected
communities to raise concerns",330
,"E2-3
Targets related to pollution 
E2-4",161,"S3-4
Taking action on material impacts on affected communities, and 
approaches to managing material risks and pursuing material",332
,"Pollution of air, water and soil 
E2-5
Substances of concern and substances of very high concern","162
164","opportunities related to affected communities, and effectiveness of",
,"E2-6
Expected financial effects of material risks and opportunities",164,"those actions 
S3-5
Targets related to managing material negative impacts, advancing",337
,related to pollution,,"positive impacts, and managing material risks and opportunities",
,"E3 WATER AND MARINE RESOURCES 
E3.SBM-3 Material impacts, risks and opportunities and their interaction with","165
166","S4
CONSUMERS AND END- USERS",338
,strategy and business model,,"S4.SBM-3 Material impacts, risks and opportunities and their interaction with 
strategy and business model",338
,"E3-1
Policies related to water and marine resources
E3-2
Actions and resources related to water and marine resources","167
170","S4-1
Policies related to consumers and end-users",346
,policies,,"S4-2
Process for dialogue with consumers and end-users about impacts 
S4-3
Processes to remediate negative impacts and channels for","360
361"
,"E3-3
Targets related to water and marine resources 
E3-4
Water consumption","174
176",consumers and end-users to raise concerns,
,"E3-5
Anticipated financial effects from material biodiversity and",177,"S4-4
Taking action on material impacts on consumers and end-users, 
and approaches to managing material risks and pursuing material",363
,ecosystem-related risks and opportunities,,"opportunities related to consumers and end-users, and 
effectiveness of those actions",
,"E4
 BIODIVERSITY AND ECOSYSTEMS 
E4.SBM-3 Material impacts, risks and opportunities and their interaction with","178
178","S4-5
Targets related to managing material negative impacts, advancing",375
,strategy and business model,,"positive impacts, and managing material risks and opportunities",
,"E4-1
Transition plan and consideration of biodiversity and ecosystems in 
strategy and business model",188,"G1
BUSINESS CONDUCT 
SBM-3-3",377
,"E4-2
Policies related to biodiversity and ecosystems",191,"Impacts, risks and opportunities and their interaction with strategy 
and business model",377
,"E4-3
Actions and resources related to biodiversity and ecosystems 
E4-4
Targets related to biodiversity and ecosystems","199
207","G1.1 + G1.7  Corporate culture and business conduct policies 
G1-2",382
,"E4-5
Impact metrics related to biodiversity and ecosystems change",216,"Supplier Relationship Management 
G1-3 + G1.16 Prevention and detection of corruption and bribery","390
391"
,"E4-6
Anticipated financial effects from material biodiversity and 
ecosystem-related risks and opportunities",216,"G1-4
Incident of corruption or bribery 
G1-6",394
,,,Payment practices,394
,"E5
 RESOURCE USE AND CIRCULAR ECONOMY 
E5.SBM-3 Material impacts, risks and opportunities and their interaction with","217
217",REPORT ON THE CERTIFICATION OF,396
,strategy and business model,,SUSTAINABILITY INFORMATION,
,"E5-1
Policies related to resource use and circular economy 
E5-2
Actions and resources related to resource use and circular","222
231",,
,"economy 
E5-3
Targets related to resource use and circular economy",243,,
,"E5-4
Resource inflows 
E5-5
Resource outflows","252
254",,
